ID;Nome Completo;Idade;CPF;Sexo;Estado Civil;E-mail;Telefone;Cidade;Estado;Marca;Modelo;Ano_fabricacao;Cor;Valor_venda;Data_venda;Forma_pagamento;Custo_aquisicao;Custo_reparos;Lucro;Data_entrada_estoque;Dias_estoque;Vendedor;Origem_lead;NPS_cliente;Status_pagamento
94;Davi Lucca Peixoto;22;641.289.037-87;Masculino;Divorciado;ana-juliacassiano@example.net;11 1330-3438;Albuquerque;MT;Citroen;Aircross;2018;Vermelho;187140,15;2024-08-14;À vista;167224,25;6335,27;13580,629999999994;2023-09-25;324;Dr. Renan Jesus;Outros;10;Pago
95;Isadora Nogueira;33;647.153.820-08;Feminino;Solteiro;fda-rosa@example.net;84 2776 4635;Lopes Alegre;CE;Volskwagen;Up;2015;Vermelho;129173,26;2024-10-21;Financiamento;105475,68;2524,65;21172,93;2024-06-23;120;Alexia Cavalcanti;Busca Direta;2;Pago
96;Lorenzo Nogueira;43;156.872.493-46;Masculino;Viúvo;mayanovaes@example.net;0800 051 4543;Novais;RS;Volskwagen;Virtus;2016;Branco;32335,9;2025-02-13;Financiamento;26097,19;3906,32;2332,3900000000026;2023-08-09;554;Luana Santos;Outros;4;Em Atraso
97;Pedro Henrique Montenegro;64;978.516.023-86;Masculino;Casado;pastordiego@example.net;+55 71 8207-5874;Mendonça;RJ;Peugeot;3008;2020;Preto;120132,66;2024-08-29;Financiamento;100692,74;0,0;19439,92;2024-05-17;104;Luana Santos;Redes Sociais;10;Cancelado
98;Henrique Rocha;22;140.672.985-01;Masculino;Solteiro;heitor94@example.com;(081) 0536-1809;Melo;AC;Fiat;500e;2016;Branco;148687,76;2025-03-01;Financiamento;131916,01;0,0;16771,75;2023-06-19;621;Alexia Cavalcanti;Outros;1;Pago
99;Raul Rios;27;208.614.597-76;Masculino;Solteiro;rhavi04@example.com;+55 (081) 1305-2194;Pinto;SP;Fiat;Fiorino;2016;Prata;185934,77;2025-02-17;Leasing;163616,45;7914,72;14403,599999999977;2023-09-23;513;Alexia Cavalcanti;Indicação;4;Cancelado
100;Agatha Pacheco;58;651.892.047-58;Feminino;Solteiro;xmoraes@example.org;+55 21 8232-7775;Moura;AM;Peugeot;Partner;2022;Preto;168949,41;2024-04-29;À vista;148355,04;1437,78;19156,589999999997;2023-10-27;185;Luna Lima;Feira;5;Pago
101;Hellena Mendes;30;420.769.531-16;Feminino;Casado;danilo71@example.org;0900 350 6089;Cunha;SC;Ford;Ka;2020;Branco;245145,61;2024-04-21;Leasing;217832,46;7520,85;19792,299999999996;2023-08-15;250;Emilly Gonçalves;Outros;7;Cancelado
102;Arthur Gabriel Garcia;49;016.257.948-94;Masculino;Solteiro;costelaagatha@example.com;(081) 6466-2574;Silva;SP;Citroen;Basalt;2014;Branco;174389,13;2024-10-28;Financiamento;144028,57;7348,22;23012,339999999997;2023-09-27;397;Luna Lima;Outros;2;Pago
103;Nicole Cunha;35;179.085.624-85;Feminino;Divorciado;cassianoana-julia@example.com;+55 31 0407-9595;Almeida;RN;Ford;Ranger;2016;Prata;91721,29;2025-01-04;Financiamento;67800,72;0,0;23920,569999999992;2023-12-28;373;Alexia Cavalcanti;Busca Direta;4;Pago
104;Marcos Vinicius Marques;54;486.703.219-04;Masculino;Divorciado;leticia72@example.com;31 8817-4365;Moraes;MS;Citroen;C4;2023;Vermelho;151623,23;2024-10-29;À vista;127451,1;4485,99;19686,140000000007;2024-07-27;94;Sara Pinto;Feira;10;Pago
105;Ana Luiza Caldeira;46;973.285.014-05;Feminino;Viúvo;bentomoura@example.net;41 4642-0670;Gomes;MT;Ford;Ranger;2016;Azul;179979,3;2024-07-09;Financiamento;150977,22;9994,03;19008,04999999999;2023-12-10;212;Paulo Castro;Redes Sociais;6;Cancelado
106;Igor Leão;46;036.514.792-34;Masculino;Viúvo;luiz-henrique48@example.org;(051) 1300 7289;Machado Grande;MA;Peugeot;2008;2013;Verde;70535,86;2025-04-04;À vista;62347,42;0,0;8188,440000000002;2023-05-03;702;Sara Pinto;Indicação;3;Pago
107;Beatriz Rocha;41;824.503.697-83;Feminino;Viúvo;hellenafernandes@example.net;(041) 2668-0790;Silva Paulista;PA;Hyundai;HB20;2013;Cinza;147710,57;2024-08-27;Financiamento;130029,36;602,53;17078,680000000008;2024-07-26;32;Sara Pinto;Indicação;5;Cancelado
108;Ana Julia da Mota;62;871.520.936-95;Feminino;Divorciado;clarice07@example.org;+55 (011) 1055-3181;Rocha;PR;Jeep;Wrangler;2015;Branco;207213,84;2024-11-23;Financiamento;179999,9;7757,2;19456,74;2024-04-13;224;Luana Santos;Outros;1;Em Atraso
109;Olivia Vasconcelos;34;045.279.316-52;Feminino;Viúvo;aragaojoao@example.net;+55 (071) 7925 2726;Monteiro de Minas;MA;Toyota;Hilux;2019;Prata;234129,71;2024-07-31;Financiamento;183069,68;7154,9;43905,13;2023-08-26;340;Davi Lucca Novaes;Feira;2;Cancelado
110;José Pedro Rios;42;629.748.530-56;Masculino;Solteiro;marquesfelipe@example.com;(051) 6524 2057;Garcia de Caldeira;MA;Volskwagen;T-Cross;2020;Branco;55698,97;2025-01-25;Financiamento;47896,63;3105,98;4696,360000000004;2024-05-08;262;Sra. Emanuelly da Cunha;Outros;2;Pago
111;Benício Melo;35;104.836.752-53;Masculino;Casado;ana15@example.com;+55 71 4199 4271;Lopes;PB;Peugeot;2008;2019;Cinza;35291,56;2024-04-26;Leasing;25671,28;0,0;9620,279999999999;2023-08-06;264;Sara Pinto;Outros;2;Pago
112;Ravi das Neves;68;687.394.051-84;Masculino;Solteiro;maria-luizaaraujo@example.net;+55 81 7882-8476;Fogaça das Flores;RO;Peugeot;3008;2016;Vermelho;229357,52;2024-06-15;Financiamento;174479,45;7498,5;47379,56999999998;2024-02-18;118;Paulo Castro;Outros;10;Cancelado
113;Henry Gabriel Mendonça;58;642.791.035-34;Masculino;Casado;cardosorafael@example.org;84 4737 6532;Melo do Sul;RJ;Volskwagen;Nivus;2016;Verde;97600,68;2024-09-01;À vista;78729,11;0,0;18871,569999999992;2024-04-06;148;Dr. Renan Jesus;Busca Direta;6;Pago
114;Samuel Sampaio;40;384.065.179-48;Masculino;Solteiro;maria-vitoriabarbosa@example.org;+55 (051) 4718 4950;Souza do Norte;RS;Ford;Ecosport;2021;Cinza;194221,42;2024-08-08;Financiamento;165698,77;0,0;28522,650000000023;2024-01-18;203;Sara Pinto;Indicação;4;Cancelado
115;Emilly Freitas;18;643.927.158-09;Feminino;Viúvo;davi-luiz14@example.com;+55 81 0568 6649;da Conceição;SE;Fiat;Toro;2016;Prata;144400,06;2024-10-10;À vista;123234,46;0,0;21165,59999999999;2024-09-01;39;Alexia Cavalcanti;Redes Sociais;3;Pago
116;Daniel Melo;27;315.276.490-16;Masculino;Viúvo;nicolas64@example.com;61 2553 8955;Casa Grande;CE;Citroen;Basalt;2018;Branco;133072,2;2024-07-09;Leasing;114211,72;5784,66;13075,82000000001;2024-01-23;168;Emilly Gonçalves;Indicação;4;Pago
117;Fernanda Monteiro;54;831.507.642-62;Feminino;Casado;vicente18@example.com;(051) 7937-9882;Porto dos Dourados;PA;Ford;Ka;2013;Azul;83619,64;2024-05-18;Financiamento;69364,15;2186,33;12069,160000000005;2023-10-28;203;Davi Lucca Novaes;Outros;8;Em Atraso
118;Ravy Barros;45;108.573.694-66;Masculino;Casado;novaesmiguel@example.org;21 4776-3049;Cirino do Galho;MA;Jeep;Compass;2017;Preto;249538,4;2024-08-08;À vista;179466,49;8041,8;62030,11;2024-01-03;218;Alexia Cavalcanti;Indicação;1;Pago
119;Eloá Mendes;48;401.528.367-80;Feminino;Divorciado;isabella95@example.net;+55 (071) 6905 7260;Cirino;BA;Ford;Focus;2013;Branco;194765,05;2024-11-15;À vista;136568,17;0,0;58196,879999999976;2024-02-26;263;Ian Pereira;Outros;5;Pago
120;Caleb Rezende;63;546.038.927-56;Masculino;Casado;sophiavargas@example.com;+55 (081) 5943-3182;Vargas do Sul;TO;Ford;Ka Sedan;2016;Branco;68878,38;2024-07-28;Leasing;56203,81;0,0;12674,570000000007;2023-06-03;421;Luana Santos;Site;5;Pago
121;Arthur Miguel Rios;49;736.254.198-82;Masculino;Divorciado;oliveiraheloisa@example.org;0300-072-7468;Pacheco da Praia;SP;Fiat;Argo;2017;Prata;87872,13;2024-06-27;À vista;65193,1;0,0;22679,030000000006;2024-02-24;124;Emilly Gonçalves;Feira;3;Pago
122;Maria Fernanda Sampaio;62;613.748.905-10;Feminino;Viúvo;aparecidamarcos-vinicius@example.org;+55 84 7139 1211;Pimenta;MS;Peugeot;3008;2013;Azul;248536,86;2024-05-07;À vista;188301,32;4723,36;55512,17999999998;2023-05-09;364;Alexia Cavalcanti;Outros;7;Pago
123;Benicio Vargas;55;768.014.935-66;Masculino;Divorciado;lopesoliver@example.org;31 1595-4107;Teixeira da Prata;GO;Peugeot;308;2017;Vermelho;247810,29;2024-07-22;Leasing;201047,16;8174,43;38588,700000000004;2024-01-15;189;Paulo Castro;Outros;1;Pago
124;Ana Vitória da Luz;61;297.815.346-64;Feminino;Divorciado;silveiraoliver@example.org;71 2404-3209;Fogaça de Goiás;PE;Ford;Ecosport;2019;Azul;52571,31;2025-03-28;À vista;43456,46;8841,63;273,21999999999935;2023-12-23;461;Paulo Castro;Indicação;3;Pago
125;Diego Lima;30;275.091.864-20;Masculino;Solteiro;fernandocunha@example.org;+55 (021) 2821-3884;das Neves Grande;TO;Ford;Ecosport;2019;Vermelho;88969,64;2025-03-22;Financiamento;73004,64;7602,76;8362,24;2024-08-01;233;Emilly Gonçalves;Outros;2;Pago
126;Benjamim da Mota;43;852.413.067-90;Masculino;Casado;xmachado@example.org;+55 (051) 7350 5757;Gomes Grande;AM;Chevrolet;S-10;2014;Vermelho;53445,36;2024-08-26;À vista;42048,12;9010,63;2386,6099999999988;2024-08-12;14;Sara Pinto;Feira;10;Pago
127;Milena Casa Grande;42;732.546.098-83;Feminino;Viúvo;theodoro47@example.net;+55 (071) 4177-4029;Borges;CE;Fiat;Fiorino;2023;Cinza;82407,4;2025-04-05;Financiamento;67451,15;0,0;14956,25;2023-06-03;672;Alexia Cavalcanti;Feira;10;Pago
128;Anthony Araújo;41;824.175.309-88;Masculino;Divorciado;ksilva@example.com;(041) 0236-0153;Pastor;TO;Ford;Territory;2020;Vermelho;74613,68;2024-06-22;Financiamento;55602,5;2216,54;16794,639999999992;2024-04-21;62;Alexia Cavalcanti;Redes Sociais;7;Em Atraso
129;Noah Pastor;50;258.694.307-47;Masculino;Solteiro;marcelasa@example.com;(031) 6258-0708;Almeida de Cunha;ES;Citroen;Aircross;2023;Branco;183900,16;2024-11-11;À vista;161816,79;1887,39;20195,979999999996;2024-08-28;75;Davi Lucca Novaes;Busca Direta;1;Pago
130;Ana Sophia Guerra;48;725.694.031-99;Feminino;Solteiro;lmonteiro@example.net;+55 84 9412-9573;Oliveira;ES;Peugeot;208;2019;Preto;228869,05;2024-09-27;À vista;199583,86;9830,81;19454,380000000005;2024-05-15;135;Emilly Gonçalves;Redes Sociais;8;Pago
131;Sophia Correia;44;526.410.987-76;Feminino;Viúvo;qgomes@example.org;0300-516-4326;da Cruz;AC;Honda;City;2021;Prata;195488,44;2024-10-05;Leasing;144241,06;0,0;51247,380000000005;2023-11-30;310;Emilly Gonçalves;Feira;4;Em Atraso
132;Maria Luiza Cirino;34;852.163.947-37;Feminino;Solteiro;lopescaroline@example.com;(011) 0165 3744;Campos Paulista;RN;Ford;Ka Sedan;2016;Vermelho;144141,57;2024-05-03;À vista;120239,96;4676,79;19224,82;2023-12-03;152;Alexia Cavalcanti;Feira;4;Pago
133;Daniel Fernandes;65;125.769.843-55;Masculino;Solteiro;maria-luizagomes@example.com;41 1203-2339;Camargo de Pacheco;PA;Honda;HR-V;2022;Verde;152452,99;2024-08-12;Financiamento;119033,9;1706,1;31712,989999999998;2023-08-01;377;Dr. Renan Jesus;Feira;1;Em Atraso
134;Erick Monteiro;48;982.516.037-30;Masculino;Solteiro;nascimentosara@example.net;+55 84 6343-4654;Martins;SC;Citroen;Aircross;2017;Vermelho;189455,54;2025-02-22;À vista;159582,54;3273,73;26599,27;2023-12-12;438;Sara Pinto;Outros;5;Pago
135;Lívia Azevedo;68;592.830.417-04;Feminino;Solteiro;teixeiraluisa@example.com;41 8615 0073;Gomes do Norte;GO;Citroen;C4;2016;Branco;191418,74;2025-02-07;À vista;148352,37;2270,92;40795,45;2023-09-28;498;Luna Lima;Site;2;Pago
136;Gabriel Azevedo;63;650.287.431-26;Masculino;Divorciado;benicio93@example.net;+55 61 5728-9805;Lopes;SC;Chevrolet;Prisma;2016;Verde;111546,97;2025-01-28;À vista;99325,47;8372,24;3849,26;2023-08-14;533;Davi Lucca Novaes;Outros;7;Pago
137;Nina Rocha;64;568.793.104-00;Feminino;Casado;bribeiro@example.net;0900 455 0081;da Paz;RJ;Volskwagen;T-Cross;2016;Cinza;90863,34;2025-01-19;À vista;80746,57;7861,88;2254,8899999999894;2023-10-24;453;Sara Pinto;Busca Direta;4;Pago
138;Calebe Carvalho;28;405.786.123-80;Masculino;Viúvo;saisadora@example.net;51 2388 3601;Jesus da Mata;BA;Volskwagen;Up;2014;Branco;41888,45;2024-08-26;À vista;30694,06;0,0;11194,389999999996;2023-06-08;445;Ian Pereira;Site;2;Pago
139;Diogo Oliveira;50;284.507.963-00;Masculino;Divorciado;ana-beatriz84@example.net;+55 84 6074-7771;da Costa das Pedras;SP;Honda;Civic;2016;Cinza;202781,91;2024-12-08;Leasing;173730,53;3243,44;25807,940000000006;2023-05-19;569;Luna Lima;Busca Direta;1;Pago
140;Josué da Cruz;49;403.917.568-93;Masculino;Casado;kevindas-neves@example.org;41 7108-1179;Vargas;RS;Honda;City;2014;Branco;32668,75;2024-08-30;Financiamento;24324,55;4243,3;4100,900000000001;2024-05-12;110;Davi Lucca Novaes;Feira;6;Cancelado
141;Luiz Gustavo Santos;32;025.493.716-07;Masculino;Divorciado;omoraes@example.org;+55 41 7975-8309;Alves;DF;Ford;Territory;2020;Azul;160737,02;2024-11-08;À vista;140312,88;2287,06;18137,079999999984;2024-01-19;294;Dr. Renan Jesus;Feira;9;Pago
142;Maria Fernanda Novais;68;082.675.394-92;Feminino;Casado;joaquimdias@example.net;+55 (011) 0295-9755;Nogueira;MA;Chevrolet;Tracker;2017;Verde;62722,18;2024-11-10;Financiamento;47216,53;760,91;14744,740000000002;2024-10-07;34;Luana Santos;Redes Sociais;4;Pago
143;Murilo Cunha;52;634.270.589-56;Masculino;Casado;garciaanthony@example.com;+55 (051) 7405 7947;Almeida da Mata;PA;Jeep;Wrangler;2015;Branco;157576,32;2025-02-22;À vista;117474,98;3962,28;36139,06000000001;2023-05-26;638;Sara Pinto;Busca Direta;3;Pago
144;Emilly Aragão;53;251.783.490-32;Feminino;Viúvo;souzabenjamin@example.com;+55 (021) 7043-1754;Pires do Norte;PR;Peugeot;308;2017;Vermelho;223327,0;2025-01-22;Financiamento;175994,28;3560,78;43771,94;2024-02-18;339;Davi Lucca Novaes;Busca Direta;9;Cancelado
145;Vicente Albuquerque;55;643.527.089-92;Masculino;Casado;julianarios@example.com;+55 11 2527-2485;Moreira dos Dourados;DF;Citroen;Basalt;2014;Cinza;45746,92;2024-06-12;Financiamento;33815,14;6592,97;5338,809999999999;2023-12-06;189;Ian Pereira;Site;7;Cancelado
146;João Pedro Correia;67;789.341.502-97;Masculino;Viúvo;araujopietro@example.net;+55 (011) 1791-5887;Lopes de da Rocha;SC;Ford;Ranger;2015;Verde;234791,63;2024-04-21;À vista;177988,48;0,0;56803,149999999994;2023-12-18;125;Sra. Emanuelly da Cunha;Feira;3;Pago
147;Vitor da Mota;35;598.721.046-11;Masculino;Viúvo;marcelo40@example.org;+55 11 7952 8404;Moura;SC;Volskwagen;Polo;2015;Vermelho;203593,84;2025-03-25;Financiamento;165665,36;1997,7;35930,78000000001;2023-09-10;562;Paulo Castro;Busca Direta;5;Pago
148;Vicente Novaes;23;971.256.048-11;Masculino;Divorciado;nbarros@example.com;+55 61 2572 1825;Montenegro;MA;Citroen;Aircross;2023;Prata;194749,05;2024-04-22;Leasing;157047,68;7918,72;29782,649999999994;2023-10-06;199;Sra. Emanuelly da Cunha;Site;2;Em Atraso
149;Henry Gabriel Costela;49;734.928.051-32;Masculino;Solteiro;benjamimsampaio@example.org;+55 81 8935-9842;Rios Paulista;SP;Toyota;Corolla Cross;2021;Verde;66441,51;2025-01-16;Financiamento;49864,86;5965,2;10611,449999999993;2025-01-07;9;Emilly Gonçalves;Outros;9;Em Atraso
150;Alexandre da Rosa;45;673.804.519-01;Masculino;Divorciado;da-motabeatriz@example.net;(061) 2820-8345;Aragão do Galho;GO;Jeep;Wrangler;2020;Branco;197228,04;2024-09-12;À vista;175177,42;0,0;22050,619999999995;2023-10-06;342;Sra. Emanuelly da Cunha;Indicação;10;Pago
151;Rael Cassiano;70;840.291.673-22;Masculino;Casado;evasconcelos@example.org;+55 (031) 0622-1081;Pastor;RO;Peugeot;308;2022;Branco;130160,9;2024-11-16;Financiamento;98365,11;8629,99;23165,799999999996;2023-11-24;358;Davi Lucca Novaes;Site;5;Cancelado
152;Renan Garcia;51;942.861.530-70;Masculino;Viúvo;ncaldeira@example.org;(061) 7948-8047;Oliveira;RS;Citroen;Basalt;2023;Cinza;232266,62;2025-03-27;Leasing;165194,73;0,0;67071,88999999998;2023-11-30;483;Sara Pinto;Outros;1;Pago
153;João Miguel Casa Grande;26;201.695.748-49;Masculino;Solteiro;fernandesluiz-fernando@example.net;+55 (031) 5614 2659;Pires;MA;Citroen;Basalt;2014;Vermelho;53758,87;2025-01-03;Financiamento;39322,63;4977,16;9459,080000000005;2024-03-12;297;Luna Lima;Feira;5;Em Atraso
154;Daniel Rodrigues;61;295.684.731-73;Masculino;Solteiro;mendoncaarthur-gabriel@example.net;+55 (011) 8529 5179;Ribeiro;AM;Ford;Ranger;2021;Vermelho;190889,38;2024-08-27;Financiamento;154889,11;5928,12;30072,15000000002;2023-06-11;443;Paulo Castro;Outros;7;Cancelado
155;Enzo Gabriel Alves;21;426.907.351-99;Masculino;Casado;aragaokaique@example.com;+55 (021) 4183-8545;Campos;RN;Hyundai;Creta;2013;Branco;222661,11;2025-01-15;À vista;163926,05;8329,54;50405,52;2023-04-23;633;Sara Pinto;Feira;7;Pago
156;Maya da Luz;67;602.549.817-20;Feminino;Divorciado;isabella40@example.com;84 4299-8725;Moura do Galho;AM;Fiat;Toro;2023;Vermelho;190098,86;2024-05-05;Leasing;148487,61;5239,78;36371,47;2023-05-24;347;Dr. Renan Jesus;Busca Direta;2;Em Atraso
157;Henry Dias;44;236.450.891-60;Masculino;Casado;ana-carolina27@example.net;(071) 1976-1253;da Conceição dos Dourados;PB;Honda;Fit;2019;Verde;191342,03;2024-12-12;Financiamento;168937,31;9424,29;12980,43;2023-09-26;443;Sara Pinto;Redes Sociais;4;Pago
158;Raul Souza;26;247.158.309-14;Masculino;Casado;casa-grandeeduarda@example.org;51 9487 0613;Sampaio de da Rocha;PA;Ford;Ka;2020;Vermelho;197883,04;2024-11-21;Financiamento;176781,25;2021,02;19080,770000000008;2024-06-14;160;Emilly Gonçalves;Outros;6;Em Atraso
159;João Vitor Freitas;24;417.892.503-23;Masculino;Viúvo;kmelo@example.org;+55 81 0733-8576;Sales das Pedras;AP;Citroen;Aircross;2019;Vermelho;102576,72;2025-03-07;À vista;80558,36;0,0;22018,36;2023-05-06;671;Luna Lima;Redes Sociais;8;Pago
160;Anthony Teixeira;58;897.562.430-74;Masculino;Viúvo;waparecida@example.com;+55 (041) 7019-6452;da Rocha;BA;Hyundai;HB20S;2018;Prata;164734,51;2024-11-27;À vista;117476,0;2805,08;44453,43000000001;2024-07-22;128;Alexia Cavalcanti;Indicação;7;Pago
161;Emanuelly Casa Grande;69;920.716.384-50;Feminino;Casado;salmeida@example.org;+55 (051) 7964 0903;da Paz do Sul;DF;Volskwagen;Gol;2013;Vermelho;173523,04;2025-01-16;À vista;134496,61;0,0;39026,43000000002;2023-10-17;457;Luna Lima;Outros;1;Pago
162;Luiza Jesus;69;413.807.962-96;Feminino;Divorciado;rcamara@example.org;+55 31 7973-8781;da Conceição Paulista;TO;Citroen;Basalt;2014;Verde;248361,46;2024-08-24;À vista;220268,5;6933,2;21159,75999999999;2023-12-07;261;Davi Lucca Novaes;Site;2;Pago
163;Giovanna Camargo;38;305.948.167-93;Feminino;Divorciado;karagao@example.org;+55 31 6639-0161;Siqueira;SP;Fiat;Argo;2021;Azul;165145,85;2025-03-08;À vista;121156,27;5713,52;38276,06;2023-08-12;574;Paulo Castro;Redes Sociais;9;Pago
164;Thiago Pacheco;44;973.026.481-31;Masculino;Casado;antonella69@example.net;+55 41 5798-2113;Novais de Rios;PR;Ford;Focus;2017;Prata;115505,62;2024-06-18;Leasing;87489,88;0,0;28015,73999999999;2023-09-14;278;Ian Pereira;Busca Direta;10;Em Atraso
165;Renan Pastor;20;124.580.976-85;Masculino;Casado;moraeseduarda@example.com;+55 (041) 9153 6194;Garcia de Azevedo;RR;Citroen;C4 Grand Picasso;2020;Cinza;77820,0;2024-06-04;Financiamento;67878,52;3520,22;6421,259999999997;2023-09-26;252;Ian Pereira;Feira;1;Cancelado
166;Gabrielly Siqueira;44;015.698.234-05;Feminino;Viúvo;ana-carolina52@example.org;+55 (011) 6070-0431;Marques da Serra;SC;Citroen;C4;2021;Azul;247702,43;2024-06-30;Financiamento;178941,21;7589,23;61171,990000000005;2024-06-04;26;Sra. Emanuelly da Cunha;Indicação;1;Pago
167;Hellena Câmara;23;748.130.956-66;Feminino;Viúvo;amandajesus@example.net;+55 21 0640-6249;Casa Grande;AC;Ford;Focus;2018;Prata;119163,09;2024-05-27;À vista;103702,87;5641,02;9819,2;2023-05-19;374;Davi Lucca Novaes;Outros;2;Pago
168;Daniel Pires;50;672.401.583-90;Masculino;Casado;barbosaana@example.net;+55 51 1280 7614;Mendes das Flores;DF;Ford;Ka;2021;Azul;155357,47;2025-01-17;À vista;137086,59;1506,29;16764,590000000004;2023-11-04;440;Alexia Cavalcanti;Feira;2;Pago
169;Vitor Hugo Cavalcante;52;530.481.967-57;Masculino;Solteiro;anthony-gabrielandrade@example.org;0800-637-7035;Macedo da Mata;CE;Citroen;Basalt;2013;Cinza;119862,81;2024-08-18;Financiamento;91555,28;0,0;28307,53;2023-06-24;421;Sara Pinto;Outros;5;Pago
170;Thales Cunha;47;247.690.815-02;Masculino;Divorciado;eda-conceicao@example.org;+55 (041) 8979-9678;Borges;MS;Hyundai;Creta;2018;Cinza;156805,93;2024-11-29;Financiamento;136087,99;0,0;20717,940000000002;2024-02-24;279;Dr. Renan Jesus;Busca Direta;5;Em Atraso
171;Cauã Marques;66;190.382.764-78;Masculino;Solteiro;vitor87@example.com;+55 51 6024 8462;Oliveira das Pedras;AC;Citroen;Aircross;2015;Vermelho;175773,75;2024-11-14;À vista;133990,39;0,0;41783,359999999986;2024-11-13;1;Emilly Gonçalves;Redes Sociais;2;Pago
172;Laís Camargo;18;542.739.081-23;Feminino;Solteiro;levi20@example.net;(071) 1835-6602;Fonseca de Vargas;PI;Ford;Focus;2016;Azul;231942,64;2024-06-05;Leasing;173721,02;682,51;57539,11000000002;2023-08-23;287;Davi Lucca Novaes;Busca Direta;2;Pago
173;Ravi Machado;68;534.217.906-80;Masculino;Solteiro;da-matabenicio@example.org;+55 (081) 7676 8003;Silva de Garcia;SP;Volskwagen;Gol;2013;Cinza;163188,5;2024-10-20;Leasing;132453,61;0,0;30734,890000000014;2024-02-08;255;Luna Lima;Busca Direta;3;Pago
174;Nicole Peixoto;69;904.568.123-42;Feminino;Casado;lara66@example.net;+55 (071) 8029-6699;Câmara de Novaes;MS;Fiat;Fiorino;2020;Azul;90164,92;2025-03-04;Financiamento;73490,92;1620,18;15053,82;2024-11-27;97;Luana Santos;Redes Sociais;10;Cancelado
175;Otto Silveira;35;952.340.786-47;Masculino;Casado;riosvinicius@example.org;(031) 6477-2818;Freitas das Flores;MT;Volskwagen;Amarok;2016;Azul;222732,17;2024-08-27;À vista;186000,17;5668,3;31063,7;2023-09-27;335;Luana Santos;Site;2;Pago
176;Rael Caldeira;36;139.485.706-39;Masculino;Solteiro;msouza@example.org;21 9521 0735;da Luz;RN;Peugeot;308;2017;Vermelho;86731,33;2025-01-24;Financiamento;75019,01;2171,82;9540,500000000007;2023-06-26;578;Sara Pinto;Site;6;Pago
177;Ana Lívia Almeida;69;236.574.890-29;Feminino;Casado;scavalcante@example.org;(031) 0045 1810;Silva do Galho;AM;Citroen;C4;2015;Vermelho;157615,67;2024-12-15;À vista;114872,62;0,0;42743,05000000002;2024-11-19;26;Luana Santos;Busca Direta;5;Pago
178;Heitor Duarte;35;915.386.742-46;Masculino;Divorciado;joao43@example.com;+55 41 5780-6462;Rocha;MA;Citroen;C4 Grand Picasso;2013;Branco;56522,1;2024-11-19;Financiamento;48326,68;2633,81;5561,609999999999;2024-11-15;4;Sra. Emanuelly da Cunha;Redes Sociais;4;Cancelado
179;Theo Albuquerque;51;235.890.416-33;Masculino;Divorciado;rochavitor-gabriel@example.net;+55 51 7382 5652;da Paz do Norte;PR;Peugeot;2008;2016;Prata;155101,78;2024-12-22;À vista;120778,92;0,0;34322,86;2024-07-14;161;Alexia Cavalcanti;Feira;4;Pago
180;Thomas Costa;66;205.187.396-86;Masculino;Divorciado;luana02@example.com;(051) 1190-7406;Porto;GO;Jeep;Compass;2013;Cinza;165111,11;2024-09-09;Financiamento;142543,51;529,31;22038,289999999975;2023-11-21;293;Sra. Emanuelly da Cunha;Outros;4;Em Atraso
